id,source,target,bandwidth,latency
143,68,99,84.42984741074208,0.030901526127580306
144,69,95,86.37420556998619,0.029279699698944023
145,70,74,99.86062154015121,0.02180242527995243
146,72,75,47.69750654393957,0.023439716694641077
147,74,76,45.53979652778483,0.03718365580787755
148,74,84,93.14554532998002,0.015042968802743046
149,74,77,87.33288146939638,0.028530246492887604
150,75,93,86.13157869602429,0.019655073115100223
151,75,92,88.61097038061223,0.0194716146844572
152,75,80,62.08792391110231,0.03506476681597031
153,76,87,85.6602969964864,0.03182687260952055
154,76,89,87.2317940880154,0.03168584024904142
155,77,95,61.2009559867968,0.03751310538629981
156,81,84,127.86886104776522,0.022298785820883963
157,82,91,91.90246547812082,0.03012758088897701
158,87,92,48.8769854496801,0.01837495944876501
